key,Source,Translated
﻿5b6e625851d05d9b11664e691f9bcced,测试_1_1
67647dafcc5e682f645dec41001188ea,建立关系
8485a51fa0fe228c92a693b17a76f1b9,测试_3_1
0a3228b17e54fd12ffc35ff4da4bfbad,测试_3_2
3431ee4a301d3bb3c9bfbda2b6ea9c2e,测试_3_3
1df8bb6e42f655c4866f7e830d1dcf74,删除关系
23919a9ecdb31e7d808716f2d65eb06b,"You killed my enemy, no matter what I have to thank you!!"
2c0087138936b66b5d80f78918bcee66,Has a grateful attitude towards you
2c36e54c176ead96c0feaaed34924f70,Congratulations on becoming the leader of the martial arts alliance. Here is a little gift to express our heartfelt congratulations. Hope the leader will not dislike the gift for being too light.
0bd3a1e12866fd4db04dbe32820e0fa4,"We are blood relatives, this is what I should do!!"
0c1dc96fa603c1e552bfa397b8243b03,Obtained 1 Unfinished Immortal and Buddha
0ed0c43ead7958d2a93e0c3911488c40,"Since this is the case, let's just fight!"
932c7253fe97d86e3ecdd35de61b50a0,"Even so, I am grateful, take this treasure map"
93896b88bc958fef58bd2648a6c2d0bc,"Even relatives are ruthless, such people will surely be punished by heaven. "
feca8cff07d48d4d82c09751af2dd151,Obtained a treasure map
dd1105f15cf73be8f48e467ebddbb8e1,Goodbye
007f3352031a811c65c3559a22183632,"We belong to the same school, it's nothing."
00c737c3692538216d870c7c739f422a,Congratulations to the owner on becoming the leader of the martial arts alliance. We came specially to celebrate!!! 
9100a9df3937996496c4b4fa379a36f1,"We know each other well, why bother with such a big gift?"
ecf7fcb456d48636c9a357ea5628009a,I just did it casually
c32fcd011a0c446265fe3c84a426c5b6,"You and I are as close as gold, whoever dares to upset you, I will take action"
c3bb37fb1d38a8558fa4fb0efb852ca7,Obtained 5 Profound Snake Lingzhi
c5b4a69f95e1d73bed4a313543e4ad69,You want to confuse us with such sophistry? Draw your sword! Today we must chop you into ten thousand pieces!!!
ca40987cc37ea974742cddc5550181d2,Will you always be here?
a58e56e006072a2992f38de6b74a2cbc,"You are under my command, of course I will cover you"
d8539a499f9da9e07dcf34fb9e1ba845,"It's nothing, not worth mentioning"
2f33b6d5204d36e70c126fbdd1ba219f,"Young master, please save me!!"
c3003f68037d2d0d2f0ceb662d21c64f,Ask the reason
3e1347806adc79f9467b9747258d74b2,"This person has a grudge against me, you'd better not interfere too much, otherwise I will deal with you together!!"
6256f6348e5d2200478318bc49d08cc7,Ask the girl about the causes and consequences of the matter
62aa501a4b07f4c65024452a70bb76b6,【Kind-hearted】
bd55b899bba71f2c54e8d080a75269c9,This villain has been harassing me. My father didn't allow it. He was beaten to death by him!! This villain still wants to force me to follow him. I would rather die than that!
ed15af327706592164eb4993e59b6c8a,Decisively help the girl
f399d9e9c9fd84be9ec6fa0a3e0ebaa6,"Little boy, I see you are impatient to live!"
51479b8fa32d88d441c687b28ac1a36c,The attitudes of two people towards you have changed
127a4c577dbc0a7c1a3269ead618748a,Less nonsense!!
eb5deca5ad31e19dfe753f011c50871f,I can't help it...
bdd424d87b16971d535da34891cfcc7d,"You are sensible! Girl, let's see where else you can run!"
3d4569135a8557ae8a8035ed031fd6af,The girl felt desperate and her attitude towards you decreased
132aadeea1adbec6fd73a76b9ea72761,...
b9a84afdb69bffbdc69432f9cccb4e77,"From this person's tone, he is definitely not a good person! I choose to help the girl."
184edf107672661e6ad0877601e56f20,The less the better
d04a7b6760b6192c2960a76ef2561690,That person's attitude towards you has changed
805b5fba29d40ec715397ffc62092735,"Have you heard? There is a gang of bandits nearby who do evil. I hope there will be heroes who can wipe them out, otherwise life will be really difficult. Be careful yourself."
eb267b5871620fdd1d46e673aedd1d7d,I know...
684f6822d640a7cf58551efa97f9eba7,"I know some hidden information, but my fees are a bit expensive."
6876c2d629983bc8b1a3ccefab5011ef,【Treasure money like life 】 
b57224ba144561be892012efe4cfc958,[Forging] ability is fully developed
45aa1998d65702c5480591ae02b55561,"The Eshi family is best at [forging]. The location of the hidden family is rarely known. 1000 copper coins, not cheating, haha."
4fac1ca63fb4975c58f5b18beba9b9f4,I bought this message.
5064e5510b4ad85706f5d8e33ab063fe,【 Cherish affection and justice 】
f039969c6602d1f6c0229acfd6f7d616,Cooperation is happy. I will come to you for business in the future. Haha.
bb83253a071375d604e5bc6edcb39ef4,"Not enough copper coins, reluctantly refuse."
ad73a73c2395add1d9a0ef4d45638a83,"It's not convenient at the moment, let him come back later."
694fb08dafcb15d6c2f143e059966bf9,"Okay, see you later."
da56e3bd0e3aa8ccca3ba99295c9b0f3,[Production] ability is fully developed
db23b800e017d5799a3783ede6d31b26,【Widely build good relationships】
db2764c76b067a2393df35b97f4d3b83,I want to challenge [Miasma Ridge]
bb99bd7148ece80be4d610b46a889620,"The Mo family is the most adept at [making], the location of the hidden family is rarely known, charging you 1000 copper coins is not pitting people, haha."
b4aedd1b99d7ce01e555143275846449,[Medical skills] ability is fully satisfactory
b544398590e989754029808d0e540f1a,【Cowardly and weak】
e93af408fd7738abfe5632a360f98097,"The Ji family is the most adept at [medical skills], the location of the hidden family is rarely known, charging you 1000 copper coins is not pitting people, haha."
d07e3e9627b38adf755a353781904a72,[Weaving] ability is fully satisfactory
7be20f9209098efa1f1cc39c3c41919d,"The Hu family is the most adept at [weaving], the location of the hidden family is rarely known, charging you 1000 copper coins is not pitting people, haha."
7c11bb06134115b2c2ab9e89868f6109,People who are stingy to all beggars will be evaluated 
7c7d7437e99846a394e4c04b5c26d43e,Thank you all for coming specially. I am extremely grateful.
4ef5d8bcec57c000f4865d6ec0d3c719,[Music] ability is fully satisfactory
912ad86a3bd2fd94577ab12086fc5512,"The Shi family is the most adept at [music], the location of the hidden family is rarely known, charging you 1000 copper coins is not pitting people, haha."
e51fcc0fbb76961c6c78d46a47e4ce6d,[Stealth] ability is fully satisfactory
7b3e6f4e8b34e0de242c55b6b0bc5855,"The Shi family is the most adept at [stealth], the location of the hidden family is rarely known, charging you 1000 copper coins is not pitting people, haha."
eea241c5ddb64051262285cdc436d94b,[Magic] ability is fully satisfactory
d69b93108fe9140cacec55fa818ccc7e,"The Liu family is the most adept at [magic], the location of the hidden family is rarely known, charging you 1000 copper coins is not pitting people, haha."
0b764f9ca0d9aaee910790241af3b66c,[Begging] ability is fully satisfactory
2c3877b4591de34ae12b57226932a084,"The Su family is the most adept at [begging], the location of the hidden family is rarely known, charging you 1000 copper coins is not pitting people, haha."
2ea27467ca9a6d8556e18c3e36b75f4a,There is no need to be so polite between you and me. Your coming is the best gift! 
bd5298834a8789646922c5533f10f40a,[Construction] ability is fully satisfactory
6589e5acccf4e8a14b9652e0d91292a0,"The Gongsun family is the most adept at [construction], the location of the hidden family is rarely known, charging you 1000 copper coins is not pitting people, haha."
12314649e3fdb2ee7a471512f4a64b5d,Young Master
769d88e425e03120b83ee4ed6b9d588e,Completed
76c6b834b93c2fc606a58fd3c1a56147,"Even if you have a grudge against someone, you can forgive them, such as winning and forgiving others. Slowly, your reputation will emerge."
a369b9675a4e7453510688005d197e48,"Young hero, you help me find the urgently needed items, thank you very much! You are so kind-hearted, keep going like this, the people in the rivers and lakes will call you [Old Road Hot Heart] ! I wish you further progress in martial arts, travel the world invincible, and unite the rivers and lakes!"
a41595bbeefe9a3cc28f624cc6a4753d,"When I meet some beggars, I offer love, slowly, I have the reputation of being kind and charitable in the rivers and lakes."
7b6494411e37e5be2416568f4d41a748,"You're welcome, goodbye."
235959c991126474de2535133859a7cf,"The world is getting busier and busier now, and sects will appear in succession. Do you want to know about the martial arts schools of various sects?"
70dbc7b158749b05b010c5525a95cef2,Can you tell me in detail?
1a86e0ac7d1c158963df1caac9bfd04c,"<TDName>[Beast Flow]</> learns the posture of grassland beasts, communicates with heaven and earth, is proficient in beast language and can tame birds and beasts. With their help, the inner strength is profound. After learning this method, one move will bring out the beast group with the momentum of a tiger.<TDName>[Cold Ice Flow]</> Cultivates extreme cold martial arts, the inner strength is as cold as ice, enough to freeze three feet,After learning this method, one palm shoots out, the cold ice penetrates the bones, the opponent's moves are stiff and slow, and the key points are frozen and can only be slaughtered. <TDName>[Drunken Flow]</> enters the drunken heart method, fights the bright stone when drunk, with unparalleled alcohol volume. After learning this method, one drink goes down, punches out the drunken fist, virtual and real, unexpectedly, the opponent slowly falls into drunkenness and has no power to fight back, just knowing falls east and west.<TDName>[Hidden Weapon Flow]</> is good at hidden weapon techniques, infinitely varied, with wind speed and quick moves. After learning this method, hidden weapons fall like rain, and the opponent has no time to defend, has been hit in many key parts, blood is flowing, and can only die on the spot.<TDName>[Misfortune Flow]</> learns the misfortune mood and curse technique to lead opponents to misfortune. After learning this method, one curse will make the opponent fall into the vortex of misfortune, things will not go smoothly, luck will be lost, spirit will collapse, and there will be no counterattack.<TDName>[Scorching Flow]</> Cultivates fire martial arts, inner strength is as hot as fire, good at burning people with scorching heat. After learning this method, one move will ignite raging fires and the opponent will be scorched with thousands of sores and bleeding, unbearably painful, scorched and disheveled, and die terribly. <TDName>[Toxin Flow]</> is proficient in various highly toxic techniques and good at using chronic poisons. After learning this method, the opponent will slowly become emaciated and weak after being poisoned.<TDName>[Gu Technique Flow]</> specializes in Gu technique mind method, using all kinds of worms and gu to control the human mind. After learning this method, one trick to cast gu, worms enter the opponent's body, confuse the mind, control the will, obey others, and lose oneself. "
3725d73dfaf45912b858800a1ad468af,Beast Flow
9402798306f7433e2d1943b12af7e21a,"This school is located in <TDName>[Wan Shou Mountain]</>, with overlapping peaks and ridges, beasts all over the wild, birds and beasts gathered in this mountain, with a spectacular sight."
9d8f18cd5d5b98fa39bb9d4fe54a8e10,Thank you!
